=== sport-table10.xlsx ===
Cell A1 | value='Place' | fill=FFFFFF00 | rows=[0, 1] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell P29 | value='19' | fill=None | rows=[28] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q29 | value='98.3208651223127' | fill=None | rows=[28] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R29 | value='23' | fill=6 | rows=[28] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S29 | value='83.3347378548306' | fill=6 | rows=[28] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T29 | value='11' | fill=None | rows=[28] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U29 | value='161.018010973238' | fill=None | rows=[28] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A30 | value='28' | fill=9 | rows=[29] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B30 | value='596.015418229301' | fill=2 | rows=[29] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C30 | value='Dan Drake' | fill=9 | rows=[29] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F30 | value='30' | fill=2 | rows=[29] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G30 | value='3' | fill=9 | rows=[29] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H30 | value='-' | fill=None | rows=[29] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I30 | value='-' | fill=None | rows=[29] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J30 | value='-' | fill=6 | rows=[29] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K30 | value='-' | fill=6 | rows=[29] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L30 | value='20' | fill=None | rows=[29] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M30 | value='88.6633358772886' | fill=None | rows=[29] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N30 | value='-' | fill=6 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O30 | value='-' | fill=6 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P30 | value='-' | fill=None | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q30 | value='-' | fill=None | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R30 | value='4' | fill=6 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S30 | value='400.006741703187' | fill=6 | rows=[29] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T30 | value='17' | fill=None | rows=[29] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U30 | value='107.345340648825' | fill=None | rows=[29] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A31 | value='29' | fill=9 | rows=[30] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B31 | value='574.103760810775' | fill=2 | rows=[30] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C31 | value='David Brown' | fill=9 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F31 | value='0' | fill=2 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='5' | fill=9 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='9' | fill=None | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='200.003370851593' | fill=None | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='18' | fill=6 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='99.863082884584' | fill=6 | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='14' | fill=None | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='124.128670228204' | fill=None | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='24' | fill=6 | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='74.4772021369224' | fill=6 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='25' | fill=None | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='75.6314347094713' | fill=None | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='-' | fill=6 | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S31 | value='-' | fill=6 | rows=[30] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T31 | value='-' | fill=None | rows=[30] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U31 | value='-' | fill=None | rows=[30] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A32 | value='30' | fill=9 | rows=[31] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B32 | value='570.683354260958' | fill=2 | rows=[31] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C32 | value='Johnny Fung' | fill=9 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F32 | value='0' | fill=2 | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='4' | fill=9 | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='15' | fill=None | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='125.002106782246' | fill=None | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='14' | fill=6 | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='126.493238320473' | fill=6 | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='9' | fill=None | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='186.193005342306' | fill=None | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='13' | fill=6 | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='132.995003815933' | fill=6 | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='-' | fill=None | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='-' | fill=None | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='-' | fill=6 | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='-' | fill=6 | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T32 | value='-' | fill=None | rows=[31] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U32 | value='-' | fill=None | rows=[31] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A33 | value='31' | fill=9 | rows=[32] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B33 | value='532.178458901458' | fill=2 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C33 | value='Julie Zhu' | fill=9 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F33 | value='0' | fill=2 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G33 | value='4' | fill=9 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H33 | value='-' | fill=None | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I33 | value='-' | fill=None | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='15' | fill=6 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='118.587410925444' | fill=6 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='-' | fill=None | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M33 | value='-' | fill=None | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N33 | value='9' | fill=6 | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O33 | value='186.193005342306' | fill=6 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P33 | value='21' | fill=None | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='89.3826046566479' | fill=None | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R33 | value='-' | fill=6 | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S33 | value='-' | fill=6 | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T33 | value='13' | fill=None | rows=[32] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U33 | value='138.015437977061' | fill=None | rows=[32] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A34 | value='32' | fill=9 | rows=[33] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B34 | value='516.04831234778' | fill=2 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='Luke Heskett' | fill=9 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F34 | value='0' | fill=2 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='5' | fill=9 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='22' | fill=None | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='86.9579873267797' | fill=None | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='-' | fill=6 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='-' | fill=6 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='-' | fill=None | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='-' | fill=None | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='8' | fill=6 | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='206.881117047007' | fill=6 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='24' | fill=None | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='78.6566920978501' | fill=None | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='25' | fill=6 | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='76.924373404459' | fill=6 | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='28' | fill=None | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='66.6281424716847' | fill=None | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A35 | value='33' | fill=9 | rows=[34] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B35 | value='369.683068250899' | fill=2 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='Ben Rayner' | fill=9 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F35 | value='0' | fill=2 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='3' | fill=9 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='29' | fill=None | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='66.6677902838645' | fill=None | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='26' | fill=6 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='70.2740212891517' | fill=6 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='7' | fill=None | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='232.741256677883' | fill=None | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='-' | fill=6 | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='-' | fill=6 | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P35 | value='-' | fill=None | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='-' | fill=None | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='-' | fill=6 | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S35 | value='-' | fill=6 | rows=[34] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T35 | value='-' | fill=None | rows=[34] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U35 | value='-' | fill=None | rows=[34] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A36 | value='34' | fill=9 | rows=[35] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B36 | value='338.131148217271' | fill=2 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='Scott Merry' | fill=9 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F36 | value='0' | fill=2 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='3' | fill=9 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='-' | fill=None | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='-' | fill=None | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='-' | fill=6 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='-' | fill=6 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='13' | fill=None | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='132.995003815933' | fill=None | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='17' | fill=6 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='103.440558523503' | fill=6 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='-' | fill=None | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='-' | fill=None | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='-' | fill=6 | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='-' | fill=6 | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='18' | fill=None | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='101.695585877835' | fill=None | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A37 | value='35' | fill=9 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B37 | value='304.260504067737' | fill=2 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='Allen Mevo' | fill=9 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F37 | value='0' | fill=2 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='3' | fill=9 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='-' | fill=None | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='-' | fill=None | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='-' | fill=6 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='-' | fill=6 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='-' | fill=None | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='-' | fill=None | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='-' | fill=6 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='-' | fill=6 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='18' | fill=None | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='103.495647497171' | fill=None | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='24' | fill=6 | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='80.0013483406373' | fill=6 | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='15' | fill=None | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='120.763508229928' | fill=None | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A38 | value='36' | fill=9 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='250.004213564492' | fill=2 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='Nick Page' | fill=9 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F38 | value='0' | fill=2 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='1' | fill=9 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='-' | fill=None | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='-' | fill=None | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='-' | fill=6 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='-' | fill=6 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='-' | fill=None | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='-' | fill=None | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='-' | fill=6 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='-' | fill=6 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='-' | fill=None | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='-' | fill=None | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='7' | fill=6 | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='250.004213564492' | fill=6 | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='-' | fill=None | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='-' | fill=None | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A39 | value='37' | fill=9 | rows=[38] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B39 | value='177.735290614525' | fill=2 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='Darren Ball' | fill=9 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F39 | value='0' | fill=2 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='2' | fill=9 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='-' | fill=None | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='-' | fill=None | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='22' | fill=6 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='82.4955902090042' | fill=6 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='-' | fill=None | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='-' | fill=None | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='-' | fill=6 | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='-' | fill=6 | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='-' | fill=None | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='-' | fill=None | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R39 | value='20' | fill=6 | rows=[38] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S39 | value='95.2397004055207' | fill=6 | rows=[38] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T39 | value='-' | fill=None | rows=[38] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U39 | value='-' | fill=None | rows=[38] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A40 | value='38' | fill=9 | rows=[39] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B40 | value='169.266368493005' | fill=2 | rows=[39] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C40 | value='Mike Blackburn' | fill=9 | rows=[39] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F40 | value='0' | fill=2 | rows=[39] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G40 | value='1' | fill=9 | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='-' | fill=None | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='-' | fill=None | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='-' | fill=6 | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='-' | fill=6 | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L40 | value='-' | fill=None | rows=[39] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M40 | value='-' | fill=None | rows=[39] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N40 | value='10' | fill=6 | rows=[39] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O40 | value='169.266368493005' | fill=6 | rows=[39] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P40 | value='-' | fill=None | rows=[39] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q40 | value='-' | fill=None | rows=[39] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R40 | value='-' | fill=6 | rows=[39] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S40 | value='-' | fill=6 | rows=[39] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T40 | value='-' | fill=None | rows=[39] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U40 | value='-' | fill=None | rows=[39] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A41 | value='39' | fill=9 | rows=[40] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B41 | value='166.669475709661' | fill=2 | rows=[40] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C41 | value='Jim Doyle' | fill=9 | rows=[40] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F41 | value='0' | fill=2 | rows=[40] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G41 | value='2' | fill=9 | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='20' | fill=None | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='95.2397004055207' | fill=None | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='-' | fill=6 | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='-' | fill=6 | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='-' | fill=None | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='-' | fill=None | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='-' | fill=6 | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O41 | value='-' | fill=6 | rows=[40] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P41 | value='-' | fill=None | rows=[40] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q41 | value='-' | fill=None | rows=[40] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R41 | value='27' | fill=6 | rows=[40] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S41 | value='71.4297753041405' | fill=6 | rows=[40] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T41 | value='-' | fill=None | rows=[40] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U41 | value='-' | fill=None | rows=[40] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A42 | value='40' | fill=9 | rows=[41] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B42 | value='163.868108537188' | fill=2 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='Adam Stavrou' | fill=9 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F42 | value='0' | fill=2 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='1' | fill=9 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='-' | fill=None | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='-' | fill=None | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='-' | fill=6 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='-' | fill=6 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='-' | fill=None | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='-' | fill=None | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='-' | fill=6 | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='-' | fill=6 | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='11' | fill=None | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='163.868108537188' | fill=None | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='-' | fill=6 | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='-' | fill=6 | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='-' | fill=None | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U42 | value='-' | fill=None | rows=[41] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell A43 | value='41' | fill=9 | rows=[42] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B43 | value='140.743112821492' | fill=2 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='Ross O'Neil' | fill=9 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell F43 | value='0' | fill=2 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='2' | fill=9 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='26' | fill=None | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='74.0753225376272' | fill=None | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='-' | fill=6 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='-' | fill=6 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='-' | fill=None | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='-' | fill=None | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='-' | fill=6 | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='-' | fill=6 | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='-' | fill=None | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='-' | fill=None | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='29' | fill=6 | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='66.6677902838645' | fill=6 | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T43 | value='-' | fill=None | rows=[42] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U43 | value='-' | fill=None | rows=[42] | cols=[20] | col_header=False | row_header=False | metadata=False
